#CaseId,R.type,R.c.lat,R.c.lon,R.dir.head,R.dir.speed,R.Box.topleft.lat,R.Box.topleft.lon,R.Box.BottomRight.lat,R.Box.BottomRight.lon,Name,SearchScheme,CategoriesOff,CategoriesOn,SliceSize,ExtendedConfig,Language
650,1,42.36759,-71.08496,,,,,,,,atlasbook-standard,AIG,10010,10,,
651,1,42.36708,-71.10506,,,,,,,,atlasbook-standard,AII,10011,10,,
652,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,AIMF,10012,10,,
653,1,42.36965,-71.10565,,,,,,,,atlasbook-standard,ACMA,11001,10,,
654,1,42.36928,-71.10793,,,,,,,,atlasbook-standard,ACA,11002,10,,
655,1,42.37449,-71.09739,,,,,,,,atlasbook-standard,ACB,11003,10,,
656,1,42.36816,-71.09799,,,,,,,,atlasbook-standard,ACD,11005,10,,
657,1,38.91805,-77.04741,,,,,,,,atlasbook-standard,AE,1000,10,,
658,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMA,1002,10,,
659,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMB,1003,10,,
660,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMC,1004,10,,
661,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMD,1005,10,,
662,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEME,1008,10,,
663,1,38.91686,-77.04147,,,,,,,,atlasbook-standard,AED,1009,10,,
664,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMF,1010,10,,
665,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMG,1011,10,,
666,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMH,1012,10,,
667,1,38.9216,-77.0435,,,,,,,,atlasbook-standard,AEF,1014,10,,
668,1,38.92117,-77.04369,,,,,,,,atlasbook-standard,AEYE,1015,10,,
669,1,38.92195,-77.07257,,,,,,,,atlasbook-standard,AEYF,1016,10,,
670,1,38.9216,-77.0435,,,,,,,,atlasbook-standard,AEYG,1017,10,,
671,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMI,1019,10,,
672,1,38.91981,-77.04177,,,,,,,,atlasbook-standard,AEG,1020,10,,
673,1,38.91805,-77.04741,,,,,,,,atlasbook-standard,AEH,1021,10,,
674,1,38.91464,-77.04567,,,,,,,,atlasbook-standard,AEI,1022,10,,
675,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMJ,1023,10,,
676,1,38.91607,-77.04164,,,,,,,,atlasbook-standard,AEYJ,1024,10,,
677,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEML,1033,10,,
678,1,38.91812,-77.04169,,,,,,,,atlasbook-standard,AEJ,1025,10,,
679,1,38.91688,-77.04142,,,,,,,,atlasbook-standard,AEYL,1026,10,,
680,1,38.91733,-77.04163,,,,,,,,atlasbook-standard,AEK,1028,10,,
681,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMM,1029,10,,
682,1,38.91602,-77.04633,,,,,,,,atlasbook-standard,AEL,1031,10,,
683,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMN,1035,10,,
684,1,38.92329,-77.04137,,,,,,,,atlasbook-standard,AEYN,1036,10,,
685,1,38.91602,-77.04633,,,,,,,,atlasbook-standard,AEYO,1037,10,,
686,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AEMO,1038,10,,
687,1,38.91411,-77.04543,,,,,,,,atlasbook-standard,AEYP,1039,10,,
688,1,38.90379,-77.04391,,,,,,,,atlasbook-standard,AEYQ,1041,10,,
689,1,38.919137,-77.03194,,,,,,,,atlasbook-standard,ACC,11004,10,,
690,1,38.9283,-77.05541,,,,,,,,atlasbook-standard,AHA,3001,10,,
691,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AHMA,3002,10,,
692,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AKMC,4001,10,,
693,1,38.91812,-77.04604,,,,,,,,atlasbook-standard,AHC,3003,10,,
694,1,39.15493,-77.20979,,,,,,,,atlasbook-standard,AHD,3004,10,,
695,1,38.91567,-77.0463,,,,,,,,atlasbook-standard,AKA,4002,10,,
696,1,38.91834,-77.04526,,,,,,,,atlasbook-standard,AKB,4003,10,,
697,1,38.91937,-77.03196,,,,,,,,atlasbook-standard,AKC,4004,10,,
698,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AKMA,4005,10,,
699,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AKMB,4006,10,,
700,1,38.91462,-77.0462,,,,,,,,atlasbook-standard,AKE,4007,10,,
701,1,38.92129,-77.04365,,,,,,,,atlasbook-standard,AKF,4008,10,,
702,1,38.92189,-77.04337,,,,,,,,atlasbook-standard,AKG,4009,10,,
703,1,38.92059,-77.04664,,,,,,,,atlasbook-standard,AKH,4010,10,,
704,1,38.90267,-77.04578,,,,,,,,atlasbook-standard,AID,5001,10,,
705,1,38.9162,-77.0484,,,,,,,,atlasbook-standard,AIC,5002,10,,
706,1,38.92315,-77.03784,,,,,,,,atlasbook-standard,AIE,5003,10,,
707,1,38.92253,-77.04293,,,,,,,,atlasbook-standard,AFC,5005,10,,
708,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,ABMA,6001,10,,
709,1,38.93322,-77.18179,,,,,,,,atlasbook-standard,ABB,6003,10,,
710,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,ABMC,6004,10,,
711,1,38.90478,-77.03868,,,,,,,,atlasbook-standard,ABC,6005,10,,
712,1,38.90128,-77.03023,,,,,,,,atlasbook-standard,ABD,6006,10,,
713,1,38.9052,-77.0501,,,,,,,,atlasbook-standard,ABE,6007,10,,
714,1,38.91451,-77.04344,,,,,,,,atlasbook-standard,ABF,6008,10,,
715,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,ABMD,6009,10,,
716,1,38.91601,-77.04631,,,,,,,,atlasbook-standard,ABI,6010,10,,
717,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,ABME,6011,10,,
718,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,ABMF,6012,10,,
719,1,38.93355,-77.05299,,,,,,,,atlasbook-standard,ABJ,6013,10,,
720,1,38.90379,-77.03746,,,,,,,,atlasbook-standard,ABK,6014,10,,
721,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AAMA,7001,10,,
722,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AAMB,7002,10,,
723,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AAMC,7003,10,,
724,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AFMA,8004,10,,
725,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AFMB,8005,10,,
726,1,38.90372,-77.03236,,,,,,,,atlasbook-standard,AFA,8006,10,,
727,1,38.90996,-77.0427,,,,,,,,atlasbook-standard,AFB,8009,10,,
728,1,38.91973,-77.04178,,,,,,,,atlasbook-standard,AFD,8011,10,,
729,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AFMC,8012,10,,
730,1,38.91557,-77.05067,,,,,,,,atlasbook-standard,ALA,9001,10,,
731,1,38.91044,-77.03202,,,,,,,,atlasbook-standard,ALB,9003,10,,
732,1,38.91601,-77.04631,,,,,,,,atlasbook-standard,ALC,9004,10,,
733,1,38.90895,-77.04144,,,,,,,,atlasbook-standard,ALD,9005,10,,
734,1,38.91598,-77.04637,,,,,,,,atlasbook-standard,ALE,9006,10,,
735,1,38.92171,-77.04237,,,,,,,,atlasbook-standard,ALF,9008,10,,
736,1,38.92171,-77.04237,,,,,,,,atlasbook-standard,ALG,9009,10,,
737,1,38.92481,-77.05232,,,,,,,,atlasbook-standard,ALH,9010,10,,
738,1,38.9171,-77.04693,,,,,,,,atlasbook-standard,ALJ,9011,10,,
739,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AIMA,10001,10,,
740,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AIMB,10002,10,,
741,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AIMC,10003,10,,
742,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AIMD,10005,10,,
743,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AIME,10007,10,,
744,1,38.91909,-77.04651,,,,,,,,atlasbook-standard,AIF,10009,10,,
745,1,38.90927,-77.04411,,,,,,,,atlasbook-standard,AIG,10010,10,,
746,1,38.91752,-77.04715,,,,,,,,atlasbook-standard,AII,10011,10,,
747,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,AIMF,10012,10,,
748,1,38.91801,-77.04623,,,,,,,,atlasbook-standard,ACMA,11001,10,,
749,1,38.92048,-77.04038,,,,,,,,atlasbook-standard,ACA,11002,10,,
750,1,38.9191,-77.02485,,,,,,,,atlasbook-standard,ACB,11003,10,,
751,1,38.90724,-77.04543,,,,,,,,atlasbook-standard,ACD,11005,10,,
752,1,28.56355,-81.38936,,,,,,,,atlasbook-standard,AE,1000,10,,
753,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMA,1002,10,,
754,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMB,1003,10,,
755,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMC,1004,10,,
756,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMD,1005,10,,
757,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEME,1008,10,,
758,1,28.54643,-81.37907,,,,,,,,atlasbook-standard,AED,1009,10,,
759,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMF,1010,10,,
760,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMG,1011,10,,
761,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMH,1012,10,,
762,1,28.57017,-81.3894,,,,,,,,atlasbook-standard,AEF,1014,10,,
763,1,28.57994,-81.37546,,,,,,,,atlasbook-standard,AEYE,1015,10,,
764,1,28.6114,-81.30911,,,,,,,,atlasbook-standard,AEYF,1016,10,,
765,1,28.57236,-81.38948,,,,,,,,atlasbook-standard,AEYG,1017,10,,
766,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMI,1019,10,,
767,1,28.57846,-81.45148,,,,,,,,atlasbook-standard,AEG,1020,10,,
768,1,28.567,-81.38939,,,,,,,,atlasbook-standard,AEH,1021,10,,
769,1,28.55508,-81.37917,,,,,,,,atlasbook-standard,AEI,1022,10,,
770,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMJ,1023,10,,
771,1,28.55311,-81.35884,,,,,,,,atlasbook-standard,AEYJ,1024,10,,
772,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEML,1033,10,,
773,1,28.57134,-81.38941,,,,,,,,atlasbook-standard,AEJ,1025,10,,
774,1,28.5443,-81.37906,,,,,,,,atlasbook-standard,AEYL,1026,10,,
775,1,28.58057,-81.38958,,,,,,,,atlasbook-standard,AEK,1028,10,,
776,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMM,1029,10,,
777,1,28.54934,-81.39016,,,,,,,,atlasbook-standard,AEL,1031,10,,
778,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMN,1035,10,,
779,1,28.55295,-81.41198,,,,,,,,atlasbook-standard,AEYN,1036,10,,
780,1,28.55232,-81.39327,,,,,,,,atlasbook-standard,AEYO,1037,10,,
781,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AEMO,1038,10,,
782,1,28.54499,-81.37746,,,,,,,,atlasbook-standard,AEYP,1039,10,,
783,1,28.55753,-81.36447,,,,,,,,atlasbook-standard,AEYQ,1041,10,,
784,1,28.57186,-81.40245,,,,,,,,atlasbook-standard,ACC,11004,10,,
785,1,28.61863,-81.3737,,,,,,,,atlasbook-standard,AHA,3001,10,,
786,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AHMA,3002,10,,
787,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AKMC,4001,10,,
788,1,28.55302,-81.39264,,,,,,,,atlasbook-standard,AHC,3003,10,,
789,1,28.54135,-81.37367,,,,,,,,atlasbook-standard,AHD,3004,10,,
790,1,28.57995,-81.37546,,,,,,,,atlasbook-standard,AKA,4002,10,,
791,1,28.56501,-81.38938,,,,,,,,atlasbook-standard,AKB,4003,10,,
792,1,28.553,-81.40834,,,,,,,,atlasbook-standard,AKC,4004,10,,
793,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AKMA,4005,10,,
794,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AKMB,4006,10,,
795,1,28.57017,-81.3894,,,,,,,,atlasbook-standard,AKE,4007,10,,
796,1,28.56336,-81.39137,,,,,,,,atlasbook-standard,AKF,4008,10,,
797,1,28.57069,-81.38945,,,,,,,,atlasbook-standard,AKG,4009,10,,
798,1,28.56336,-81.39137,,,,,,,,atlasbook-standard,AKH,4010,10,,
799,1,28.58835,-81.36495,,,,,,,,atlasbook-standard,AID,5001,10,,
800,1,28.5627,-81.38935,,,,,,,,atlasbook-standard,AIC,5002,10,,
801,1,28.56281,-81.3847,,,,,,,,atlasbook-standard,AIE,5003,10,,
802,1,28.55299,-81.40988,,,,,,,,atlasbook-standard,AFC,5005,10,,
803,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,ABMA,6001,10,,
804,1,28.51599,-81.60192,,,,,,,,atlasbook-standard,ABB,6003,10,,
805,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,ABMC,6004,10,,
806,1,28.55958,-81.37886,,,,,,,,atlasbook-standard,ABC,6005,10,,
807,1,28.56068,-81.40239,,,,,,,,atlasbook-standard,ABD,6006,10,,
808,1,28.5714,-81.3677,,,,,,,,atlasbook-standard,ABE,6007,10,,
809,1,28.56108,-81.3953,,,,,,,,atlasbook-standard,ABF,6008,10,,
810,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,ABMD,6009,10,,
811,1,28.56914,-81.40075,,,,,,,,atlasbook-standard,ABI,6010,10,,
812,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,ABME,6011,10,,
813,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,ABMF,6012,10,,
814,1,28.56318,-81.37289,,,,,,,,atlasbook-standard,ABJ,6013,10,,
815,1,28.53053,-81.43442,,,,,,,,atlasbook-standard,ABK,6014,10,,
816,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AAMA,7001,10,,
817,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AAMB,7002,10,,
818,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AAMC,7003,10,,
819,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AFMA,8004,10,,
820,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AFMB,8005,10,,
821,1,28.54829,-81.3791,,,,,,,,atlasbook-standard,AFA,8006,10,,
822,1,28.54216,-81.37726,,,,,,,,atlasbook-standard,AFB,8009,10,,
823,1,28.56697,-81.38935,,,,,,,,atlasbook-standard,AFD,8011,10,,
824,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AFMC,8012,10,,
825,1,28.56745,-81.39107,,,,,,,,atlasbook-standard,ALA,9001,10,,
826,1,28.54884,-81.38192,,,,,,,,atlasbook-standard,ALB,9003,10,,
827,1,28.56418,-81.40002,,,,,,,,atlasbook-standard,ALC,9004,10,,
828,1,28.62205,-81.36697,,,,,,,,atlasbook-standard,ALD,9005,10,,
829,1,28.55952,-81.37893,,,,,,,,atlasbook-standard,ALE,9006,10,,
830,1,28.55505,-81.38774,,,,,,,,atlasbook-standard,ALF,9008,10,,
831,1,28.55505,-81.38774,,,,,,,,atlasbook-standard,ALG,9009,10,,
832,1,28.53986,-81.36893,,,,,,,,atlasbook-standard,ALH,9010,10,,
833,1,28.552,-81.39417,,,,,,,,atlasbook-standard,ALJ,9011,10,,
834,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AIMA,10001,10,,
835,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AIMB,10002,10,,
836,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AIMC,10003,10,,
837,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AIMD,10005,10,,
838,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AIME,10007,10,,
839,1,28.56311,-81.38936,,,,,,,,atlasbook-standard,AIF,10009,10,,
840,1,28.56966,-81.38944,,,,,,,,atlasbook-standard,AIG,10010,10,,
841,1,28.56531,-81.38933,,,,,,,,atlasbook-standard,AII,10011,10,,
842,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,AIMF,10012,10,,
843,1,28.56476,-81.39265,,,,,,,,atlasbook-standard,ACMA,11001,10,,
844,1,28.56399,-81.38936,,,,,,,,atlasbook-standard,ACA,11002,10,,
845,1,28.56838,-81.40345,,,,,,,,atlasbook-standard,ACB,11003,10,,
846,1,28.54569,-81.39646,,,,,,,,atlasbook-standard,ACD,11005,10,,
847,1,21.33102,-157.85991,,,,,,,,atlasbook-standard,AE,1000,10,,
848,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMA,1002,10,,
849,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMB,1003,10,,
850,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMC,1004,10,,
851,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMD,1005,10,,
852,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEME,1008,10,,
853,1,21.32337,-157.85778,,,,,,,,atlasbook-standard,AED,1009,10,,
854,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMF,1010,10,,
855,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMG,1011,10,,
856,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMH,1012,10,,
857,1,21.32304,-157.85821,,,,,,,,atlasbook-standard,AEF,1014,10,,
858,1,21.31325,-157.86132,,,,,,,,atlasbook-standard,AEYE,1015,10,,
859,1,21.30947,-157.86011,,,,,,,,atlasbook-standard,AEYG,1017,10,,
860,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMI,1019,10,,
861,1,21.33008,-157.84617,,,,,,,,atlasbook-standard,AEG,1020,10,,
862,1,21.31235,-157.86264,,,,,,,,atlasbook-standard,AEH,1021,10,,
863,1,21.33102,-157.85991,,,,,,,,atlasbook-standard,AEI,1022,10,,
864,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMJ,1023,10,,
865,1,21.32371,-157.85733,,,,,,,,atlasbook-standard,AEYJ,1024,10,,
866,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEML,1033,10,,
867,1,21.33104,-157.86551,,,,,,,,atlasbook-standard,AEJ,1025,10,,
868,1,21.3073,-157.8613,,,,,,,,atlasbook-standard,AEYL,1026,10,,
869,1,21.31435,-157.8685,,,,,,,,atlasbook-standard,AEK,1028,10,,
870,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMM,1029,10,,
871,1,21.32018,-157.86195,,,,,,,,atlasbook-standard,AEL,1031,10,,
872,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMN,1035,10,,
873,1,21.33828,-157.87238,,,,,,,,atlasbook-standard,AEYN,1036,10,,
874,1,21.31921,-157.87658,,,,,,,,atlasbook-standard,AEYO,1037,10,,
875,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AEMO,1038,10,,
876,1,21.31293,-157.85621,,,,,,,,atlasbook-standard,AEYP,1039,10,,
877,1,21.31903,-157.86509,,,,,,,,atlasbook-standard,AEYQ,1041,10,,
878,1,21.31838,-157.86592,,,,,,,,atlasbook-standard,ACC,11004,10,,
879,1,21.39074,-157.73474,,,,,,,,atlasbook-standard,AHA,3001,10,,
880,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AHMA,3002,10,,
881,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AKMC,4001,10,,
882,1,21.31514,-157.86272,,,,,,,,atlasbook-standard,AHC,3003,10,,
883,1,21.34023,-157.85698,,,,,,,,atlasbook-standard,AKA,4002,10,,
884,1,21.33184,-157.86609,,,,,,,,atlasbook-standard,AKB,4003,10,,
885,1,21.32239,-157.87371,,,,,,,,atlasbook-standard,AKC,4004,10,,
886,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AKMA,4005,10,,
887,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AKMB,4006,10,,
888,1,21.32835,-157.85219,,,,,,,,atlasbook-standard,AKE,4007,10,,
889,1,21.32814,-157.86455,,,,,,,,atlasbook-standard,AKF,4008,10,,
890,1,21.32371,-157.85733,,,,,,,,atlasbook-standard,AKG,4009,10,,
891,1,21.33164,-157.86079,,,,,,,,atlasbook-standard,AKH,4010,10,,
892,1,21.32232,-157.85633,,,,,,,,atlasbook-standard,AID,5001,10,,
893,1,21.33023,-157.85852,,,,,,,,atlasbook-standard,AIC,5002,10,,
894,1,21.3295,-157.85267,,,,,,,,atlasbook-standard,AIE,5003,10,,
895,1,21.31219,-157.86277,,,,,,,,atlasbook-standard,AFC,5005,10,,
896,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,ABMA,6001,10,,
897,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,ABMC,6004,10,,
898,1,21.31015,-157.85926,,,,,,,,atlasbook-standard,ABC,6005,10,,
899,1,21.33934,-157.8406,,,,,,,,atlasbook-standard,ABD,6006,10,,
900,1,21.3255,-157.8569,,,,,,,,atlasbook-standard,ABE,6007,10,,
901,1,21.32543,-157.84813,,,,,,,,atlasbook-standard,ABF,6008,10,,
902,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,ABMD,6009,10,,
903,1,21.32522,-157.85666,,,,,,,,atlasbook-standard,ABI,6010,10,,
904,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,ABME,6011,10,,
905,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,ABMF,6012,10,,
906,1,21.31074,-157.86448,,,,,,,,atlasbook-standard,ABJ,6013,10,,
907,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AAMA,7001,10,,
908,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AAMB,7002,10,,
909,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AAMC,7003,10,,
910,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AFMA,8004,10,,
911,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AFMB,8005,10,,
912,1,21.31015,-157.85926,,,,,,,,atlasbook-standard,AFA,8006,10,,
913,1,21.32096,-157.86081,,,,,,,,atlasbook-standard,AFB,8009,10,,
914,1,21.31193,-157.86054,,,,,,,,atlasbook-standard,AFD,8011,10,,
915,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AFMC,8012,10,,
916,1,21.31033,-157.86329,,,,,,,,atlasbook-standard,ALA,9001,10,,
917,1,21.33625,-157.88609,,,,,,,,atlasbook-standard,ALB,9003,10,,
918,1,21.31989,-157.86587,,,,,,,,atlasbook-standard,ALC,9004,10,,
919,1,21.32047,-157.84491,,,,,,,,atlasbook-standard,ALD,9005,10,,
920,1,21.32852,-157.85195,,,,,,,,atlasbook-standard,ALE,9006,10,,
921,1,21.32543,-157.84813,,,,,,,,atlasbook-standard,ALF,9008,10,,
922,1,21.32543,-157.84813,,,,,,,,atlasbook-standard,ALG,9009,10,,
923,1,21.31109,-157.85733,,,,,,,,atlasbook-standard,ALH,9010,10,,
924,1,21.32679,-157.85407,,,,,,,,atlasbook-standard,ALJ,9011,10,,
925,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AIMA,10001,10,,
926,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AIMB,10002,10,,
927,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AIMC,10003,10,,
928,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AIMD,10005,10,,
929,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AIME,10007,10,,
930,1,21.32837,-157.86467,,,,,,,,atlasbook-standard,AIF,10009,10,,
931,1,21.32929,-157.85447,,,,,,,,atlasbook-standard,AIG,10010,10,,
932,1,21.32949,-157.85942,,,,,,,,atlasbook-standard,AII,10011,10,,
933,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,AIMF,10012,10,,
934,1,21.3286,-157.85892,,,,,,,,atlasbook-standard,ACMA,11001,10,,
935,1,21.32351,-157.85758,,,,,,,,atlasbook-standard,ACA,11002,10,,
936,1,21.31989,-157.86587,,,,,,,,atlasbook-standard,ACB,11003,10,,
937,1,21.31842,-157.86629,,,,,,,,atlasbook-standard,ACD,11005,10,,
938,1,40.721069,-73.990967,,,,,,,,atlasbook-standard,AE,1000,10,,
939,1,40.7235,-73.99844,,,,,,,,atlasbook-standard,AED,1009,10,,
940,1,40.7267,-73.9995,,,,,,,,atlasbook-standard,AEF,1014,10,,
941,1,40.7238,-73.9968,,,,,,,,atlasbook-standard,AEG,1020,10,,
942,1,40.72521,-73.9998,,,,,,,,atlasbook-standard,AEH,1021,10,,
943,1,40.72554,-73.99776,,,,,,,,atlasbook-standard,AEI,1022,10,,
944,1,40.72671,-74.00007,,,,,,,,atlasbook-standard,AEJ,1025,10,,
945,1,40.72505,-73.99703,,,,,,,,atlasbook-standard,AEK,1028,10,,
946,1,40.734998,-73.874725,,,,,,,,atlasbook-standard,AEL,1031,10,,
947,1,40.721069,-73.990967,,,,,,,,atlasbook-standard,AEYE,1015,10,,
948,1,40.773907,-73.959664,,,,,,,,atlasbook-standard,AEYF,1016,10,,
949,1,40.716946,-74.003863,,,,,,,,atlasbook-standard,AEYG,1017,10,,
950,1,40.716946,-74.003863,,,,,,,,atlasbook-standard,AEYJ,1024,10,,
951,1,40.722,-73.99622,,,,,,,,atlasbook-standard,AEYL,1026,10,,
952,1,40.716946,-74.003863,,,,,,,,atlasbook-standard,AEYN,1036,10,,
953,1,40.721033,-74.005231,,,,,,,,atlasbook-standard,AEYO,1037,10,,
954,1,40.716946,-74.003863,,,,,,,,atlasbook-standard,AEYP,1039,10,,
955,1,40.72737,-74.00267,,,,,,,,atlasbook-standard,AEYQ,1041,10,,
956,1,40.756163,-73.96963,,,,,,,,atlasbook-standard,AHA,3001,10,,
957,1,40.72487,-73.99839,,,,,,,,atlasbook-standard,AHC,3003,10,,
958,1,40.67561,-74.29132,,,,,,,,atlasbook-standard,AHD,3004,10,,
959,1,40.72505,-73.99703,,,,,,,,atlasbook-standard,AKA,4002,10,,
960,1,40.817531,-73.993973,,,,,,,,atlasbook-standard,AKB,4003,10,,
961,1,40.72596,-73.99626,,,,,,,,atlasbook-standard,AKC,4004,10,,
962,1,40.72516,-73.99695,,,,,,,,atlasbook-standard,AKE,4007,10,,
963,1,40.72525,-73.99809,,,,,,,,atlasbook-standard,AKF,4008,10,,
964,1,40.72488,-73.99725,,,,,,,,atlasbook-standard,AKG,4009,10,,
965,1,40.72502,-73.9982,,,,,,,,atlasbook-standard,AKH,4010,10,,
966,1,40.74065,-73.98592,,,,,,,,atlasbook-standard,ABB,6003,10,,
967,1,40.70361,-74.01375,,,,,,,,atlasbook-standard,ABC,6005,10,,
968,1,40.7274,-74.00163,,,,,,,,atlasbook-standard,ABD,6006,10,,
969,1,40.7257,-73.9972,,,,,,,,atlasbook-standard,ABE,6007,10,,
970,1,40.909756,-73.962882,,,,,,,,atlasbook-standard,ABF,6008,10,,
971,1,40.72428,-73.9977,,,,,,,,atlasbook-standard,ABI,6010,10,,
972,1,40.72564,-74.00401,,,,,,,,atlasbook-standard,ABJ,6013,10,,
973,1,40.716946,-74.003863,,,,,,,,atlasbook-standard,ABK,6014,10,,
974,1,40.72322,-74.00624,,,,,,,,atlasbook-standard,AFA,8006,10,,
975,1,40.72193,-73.99976,,,,,,,,atlasbook-standard,AFB,8009,10,,
